Svevo Valerius Ale;Bari, Italy;Altbier / Sticke Alt;Birrificio Svevo;"Draught at ""Salone della Birra Artigianale 2007"" - Milan. Slightly dark yellow color light and fine fizz. Light and homogenous head of short resistance. Fresh and flowery scent with herbaceous and spiced notes which anise and dried malt. Typical taste, bitterish and slightly smooths down. Modest final body with pleasant alcoholic content."
Fountain City Harrington Irish Ale;Fountain City, Wisconsin, United States;Red Ale - Irish;Fountain City Brewing Company;On tap only at the Monarch Tavern in Fountain City, Wisconsin. Straight from the tap, this brew pours a dark caramel red brew with an ivory head that stays around for a few minutes. Aroma of citrus and caramel. Taste of malt barley, a touch of rye and some sweet apples. Smooth yet a dry finish.
Fountain City Harrington Irish Ale;Fountain City, Wisconsin, United States;Red Ale - Irish;Fountain City Brewing Company;On tap at the Monarch pub. Nice pale red color with a grainy smell (rye?). Hint of carob on the dry finish.
Albani A Beer;Odense, Denmark;Wheat Ale;Albani Bryggerierne (Royal Unibrew);Ikke meget hvede over denne øl. Er det mon en forkert etiket, som er kommet på en pilsner.
Albani A Beer;Odense, Denmark;Wheat Ale;Albani Bryggerierne (Royal Unibrew);Can (backlog). Hazy golden colour with a small white head. Aroma is bready malts, some wheat, mild dusty and rubbery notes. Flavour is wheat, some artificial citrus notes along with some some rubbery and mild earthy notes.
Albani A Beer;Odense, Denmark;Wheat Ale;Albani Bryggerierne (Royal Unibrew);(on bottle) Hazy, yellow, white head. Odd brew and not to the good side. Has a strange sour, pea-like aroma, along with the wheat esters of rotten bananas. High carbonated and a rather irritating, soapy finish.
Albani A Beer;Odense, Denmark;Wheat Ale;Albani Bryggerierne (Royal Unibrew);Bottle. Quite thin aroma of nothing else than nothing. Is this a wheatbeer? I did not notice it, but could be good for someone in the heat today.
Albani A Beer;Odense, Denmark;Wheat Ale;Albani Bryggerierne (Royal Unibrew);33 cl can. Hazy yellow, medium white head. Citric, wheat and some bitterness.
Albani A Beer;Odense, Denmark;Wheat Ale;Albani Bryggerierne (Royal Unibrew);Can. Creamy white excellent mostly lasting head. Yellow colour. Light malty and hoppy aroma. very yeasty which is a surprise because its only 8% wheat malt. Light bitter nice yeasty flavor. Short finish. Watery palate. I kind of like this.
Albani A Beer;Odense, Denmark;Wheat Ale;Albani Bryggerierne (Royal Unibrew);Can. Slightly hazy yellow colour with a medium white head and a fair lacing. aroma and taste of wheat and citrus. Quite odd finish.
Albani A Beer;Odense, Denmark;Wheat Ale;Albani Bryggerierne (Royal Unibrew);Can. Medium head with medium duration. Color is hazy golden. Aroma and taste are wheat malt, yeast and some hops.
Albani A Beer;Odense, Denmark;Wheat Ale;Albani Bryggerierne (Royal Unibrew);Can. Hazy yellow colour with a small white head. Aroma and flavour of fruit, malt and wheat.
Albani A Beer;Odense, Denmark;Wheat Ale;Albani Bryggerierne (Royal Unibrew);Hazy yellow colour with a white head.Aroma of wheat and banana fresh summer beer light body and short finish.
Concord Extra-Pale Honey Ale;Lowell, Massachusetts, United States;Pale Ale - English;Concord Brewery;Pours a cloudy gold color. Thin white head. Flowery and honey smell to it. Slightly bitter hops. Tart and flowery as well. Honey notes in there. Light bodied. Pretty good.
Concord Extra-Pale Honey Ale;Lowell, Massachusetts, United States;Pale Ale - English;Concord Brewery;Cask at GBBF 2007. An unclear light golden beer with a small white head. The aroma is very unrefined with powerful notes of grapefruit - too gross for me. The flavor is sweet mlaty with notes of citrus, leading to a slightly bitter finish. A weird combination - nothing for me.
Concord Extra-Pale Honey Ale;Lowell, Massachusetts, United States;Pale Ale - English;Concord Brewery;on tap-pours a white head that bubbles and gold color. Aroma is spicy hops, clove, secondary honey. Taste is spicy hops, clove, secondary honey. OK but doesn’t quite balance. OK effervescence. Occasional.
Concord Extra-Pale Honey Ale;Lowell, Massachusetts, United States;Pale Ale - English;Concord Brewery;Cask @ GBBF 2007. Pours a hazy golden color with a small white head. Sweet malty honey aroma with some hints of hops. Sweet malty and slightly fruity flavor with some hints of honey. Sweet malty ans slightly spicy aftertaste.
Concord Extra-Pale Honey Ale;Lowell, Massachusetts, United States;Pale Ale - English;Concord Brewery;Flat hazy golden pour that remains completely headless. Powerful honey nose, thus sugary and tartish. At the same time, its hops are rather floral and it makes a weird mix with the acidity. It never grows more complex than that and the lazy attenuation ensures the residual sugariness in high enough levels to leave a stale film in the mouth as you swallow. Poor.
Concord Extra-Pale Honey Ale;Lowell, Massachusetts, United States;Pale Ale - English;Concord Brewery;Cask-GBBF. Hazy yellow with a small white head. Pine, herbs (sage) aroma, somewhat unpleasant - I’m not a fan of the fermented honey herbal aroma. Dry and herbal, quite boring flavour.
Concord Extra-Pale Honey Ale;Lowell, Massachusetts, United States;Pale Ale - English;Concord Brewery;Cask at GBBF 2007. Poured a hazy golden colour and no head. Their was plenty of honey in the aroma. The beer was sweet,, with a spicy aftertaste.
Concord Extra-Pale Honey Ale;Lowell, Massachusetts, United States;Pale Ale - English;Concord Brewery;Cask gravity @ GBBF 2007, London. Hazy light yellow orange color with virtually none head. Aroma is honey honey and honey, notes of wood. Flavor is moderate sweet with a average to long duration. Body is medium, texture is watery, carbonation is flat.
Concord Extra-Pale Honey Ale;Lowell, Massachusetts, United States;Pale Ale - English;Concord Brewery;Cask@GBBF2007. Hazy yellow pale golden colour with small white head. Aroma is really strong honey along with wood and fruity hops. Also a lot of flowery hops. Flavour is is honey, wood and some sweet citrusfruity notes. Aftertaste is lemony and quite spicy.
Concord Extra-Pale Honey Ale;Lowell, Massachusetts, United States;Pale Ale - English;Concord Brewery;Cask conditioned - gravity dispense - GBBF 2007. A very hazy yellow coloured beer with some patches of whitish head. The aroma is a bit sweet and sour, but no obvious honey. Honey in the flavour though together with some yeastiness. Not very pleasant and has an infected hint to it.
Rock Bottom Arrowhead Bourbon Barrel Aged Brown Ale;Glendale, Arizona, United States;Strong Ale - American;Rock Bottom Arrowhead;Pours deep brown w/ a good head. Residual lacing is lasting. Aromas of celery and raw coconut. Medium nectar w/ mellow residual effers. This tastes more like rum than bourbon. Molases, cocoa, celery w/ a mild touch of sweetness. The finish is bittered w/ an acidic component and leaves a lingering rummy flavor. Overall: a little overwhelming with the bourbon but interesting indeed. The aroma was not enjoyable at all.
Neumann Met Halbtrocken;Plau am See - Quetzin, Mecklenburg-Vorpommern, Germany;Mead;Schauimkerei Neumann;Bottle. Very sweet honey aroma. Clear golden colour. The flavour has OK sweet honey notes. Decent, but needs more flavour.
Neumann Met Halbtrocken;Plau am See - Quetzin, Mecklenburg-Vorpommern, Germany;Mead;Schauimkerei Neumann;Golden of color, no head. A rancid aroma with honey notes, some bitterness. A nice flavor of apples and honey with a bitter finish.
Neumann Met Halbtrocken;Plau am See - Quetzin, Mecklenburg-Vorpommern, Germany;Mead;Schauimkerei Neumann;Sample from 75 cL bottle. Pours golden yellow. Aroma is very strong honey and quite bitter/edgy spicy. Flavour is strong honey, spicy and alchol. Ends strong spicy with a finish of alcohols.
Neumann Met Halbtrocken;Plau am See - Quetzin, Mecklenburg-Vorpommern, Germany;Mead;Schauimkerei Neumann;Bottle at ØLbaren - thanks to Jacob. Clear dark golden/amber - no head. Aroma: Honey, flowery. Taste: Honey, flowery, sweetness, raisins, light alcoholic. Thin body and finish.
Neumann Met Halbtrocken;Plau am See - Quetzin, Mecklenburg-Vorpommern, Germany;Mead;Schauimkerei Neumann;Bottled. A golden mead. The aroma is sweet with strong notes of honey and light notes of rosehips, and beeswax. The flavor is sweet with strong notes of beeswax and lighter notes of honey, leading to a very dry and slightly acidic end.
Neumann Met Halbtrocken;Plau am See - Quetzin, Mecklenburg-Vorpommern, Germany;Mead;Schauimkerei Neumann;Bottled. Deep golden coloured. Aroma of honey, flowers and some melons. Sweet honey flavour with interesting notes of parsley, coriander and other herbs. The rather dry finish gives the mead a good balance between sweetness and dryness.
Ribe Forårs Ale (2007);Ribe, Denmark;Strong Ale - English;Ribe Bryghus;Bottle from brewery in Ribe. Golden colour, with a small white head. Fruity nose. Sweet malty flavour with an rich grassy aftertaste.
Ribe Forårs Ale (2007);Ribe, Denmark;Strong Ale - English;Ribe Bryghus;Golden with a small white head. Fruity aroma with a hint of juniper. Sweet malty and fruity flavour
Ribe Forårs Ale (2007);Ribe, Denmark;Strong Ale - English;Ribe Bryghus;Bottle at Chris o Shindig Aug 08. Murky pale appearance - a warm and pleasant beer, but a little vague.
Ribe Forårs Ale (2007);Ribe, Denmark;Strong Ale - English;Ribe Bryghus;Bottle @ chriso’s Pre-GBBF Shindig 2008. Pours a clear golden color with a small white head. Hasa fruity malty caramel aroma with some grassy hoppy hints. Sweetish malty fruity caramel flavor. Has a sweetish malty fruity finish with some hopy hints.
Ribe Forårs Ale (2007);Ribe, Denmark;Strong Ale - English;Ribe Bryghus;Bottle 50cl Clear light to medium amber orange color with a average, frothy, fair lacing, mostly diminishing, off-white head. Aroma is moderate malty, roasted, caramel, fruity, coriander - junipeer berry notes. Flavor is moderate sweet and sour with a average duration. Body is medium, texture is oily, carbonation is flat. (020808)
Ribe Forårs Ale (2007);Ribe, Denmark;Strong Ale - English;Ribe Bryghus;Bottled. Amber colour, small beige head. aroma is fruits, some nectar, mild alcohol as well as some mild grassyness. Flavour is very much the same. A bit watery, but yet balanced.
Ribe Forårs Ale (2007);Ribe, Denmark;Strong Ale - English;Ribe Bryghus;Bottle at Chris_o Pre GBBF Shindig 08. Clear copper, thin beige head. A little musty on aroma. It’s a little empty and plain. Some citrus hop fruit on end.
Ribe Forårs Ale (2007);Ribe, Denmark;Strong Ale - English;Ribe Bryghus;Clear golden with medium white head. Sweet and sourish aroma with fruity notes. Sourish flavor with fruity and caramel notes.
Ribe Forårs Ale (2007);Ribe, Denmark;Strong Ale - English;Ribe Bryghus;Bottle. Creamy white good mostly lasting head. Amber colour. Moderate malty and hoppy aroma. Grassy notes. Light bitter flavor. Average light bitter finish. Oily palate. Nice but a little boring.
Ribe Forårs Ale (2007);Ribe, Denmark;Strong Ale - English;Ribe Bryghus;50cl bottle. Pours hazy gold with a off white bubbly head. Aroma has hops, fruit (apple & orange) & spices. Quite sweet taste - weak body as well. Very short end. So forgettable!
Loddon Stormy Weather;Dunsden, Oxfordshire, England;Bitter - Premium / Strong / ESB;Loddon Brewery;"Cask handpump at the Old manor (JDW), Bracknell. Slightly cloudy, chestnut witha creamy head; fresh orange aroma; fruity orange flavour too, smooth and creamy; with a sharp bitter finish. Very refreshing."
Nimbus Belgian Gold;Tucson, Arizona, United States;Belgian Ale - Pale / Golden;Nimbus Brewing Company;On tap at Nimbus - Pours a hazy golden color with a thin white head. Very little lacing. Aroma is esters and very light yeast. Flavor is much of the same. Medium body. I’m not a big Belgium ale fan, but this was pretty good. A good, new beer from Nimbus.
Nimbus Belgian Gold;Tucson, Arizona, United States;Belgian Ale - Pale / Golden;Nimbus Brewing Company;"This beer sits in my pint glass with a fully hazy, straw-gold color and is topped by a wispy, off-white colored head that barely covers the beer. This beer has an aroma that is predominantly made up of fruit aromatics and an earthy spiciness, which makes me think of the Chimay yeast strain. There is a fair amount of sweetness in the flavor, though it is not enough to keep this from being light and quaffable. The sweetness accentuates some fruit notes of pear and a touch of green apple. There is also a light, lemon-like zestiness to the flavor as well as an unrelated, yet accentuating, touch of tartness. There is some malt sweetness that leans towards simple grain accents, but there is something else (definitely fermentation derived) that seems to be upping the sweetness here; it works here and seems to be almost saccharine like in some ways. The mouthfeel has a certain fullness to it, which somehow works in a beer of this gravity. There are some grassy grain flavors here, and I would bet that the hops also add to these flavors. A definite underlying earthy note and a low level of spicing are just perceptible as well. This has really hit the spicing almost perfectly; there is nothing that hits you over the head with its obviousness. This is actually quite nice, and I am much more impressed than I was expecting."
Wyre Piddle Piddle in the Hole (Cask);Pershore, Worcestershire, England;Bitter - Ordinary / Best;Wyre Piddle;Cask at the Walsall CAMRA Beer Festival 2014. Poured a crystal clear straw colour with a bubbly white head. The aroma is citrus malt and surprisingly very light chocolate. Not sure where that comes from. The flavour is medium to light bitter with a watery malt light hop fruit palate. Light bodied with soft carbonation.
