John O Gaunt Woodgate;Melton Mowbray,Leicestershire                                                                                                                                                                                                                                                                                                        ,England;Bitter - Premium / Strong / ESB;John O Gaunt;This has a typical smooth toffee character of a festival pale ale. Sweet and chewy                                        ,this is tasty but lacks conditioning and sparkle. Brewed for the Leicester Beer Fest.
Brew It Up! Scotch Ale;Sacramento, California, United States;Scotch Ale / Wee Heavy;Brew It Up!;On tap. Clear reddish brown with an off-white head. Aroma of nuts and a little dried fruit. Medium body, some roasted malt and nuts with a whiff of smoke. Fairly hoppy finish. 130709
Brew It Up! Scotch Ale;Sacramento, California, United States;Scotch Ale / Wee Heavy;Brew It Up!;From tap at the brewpub. Pours clear and deep amber golden with a small tan head. Aroma is light smoked and roasted malt. Mild caramelish and subdued smoked flavoured. Medium dry. Roasted caramelish flavoured finish.
Brew It Up! Scotch Ale;Sacramento, California, United States;Scotch Ale / Wee Heavy;Brew It Up!;"Date: July 06, 2009 Mode: Draft Source: Brewpub Appearance: clear dark red, fine grey head, drippy lace Aroma: sweet dark caramel aroma, touch of smokey earthyness Flavor: sweet malt flavor, dark caramel sweetness, light smokeyness, touch of that darned astrengency Aroma: 5/10; Appearance: 7/10; Flavor: 5/10; Palate: 6/10; Overall: 9/20 Rating: 2.6/5.0 Drinkability: 5/10 Score: *4"
Brew It Up! Scotch Ale;Sacramento, California, United States;Scotch Ale / Wee Heavy;Brew It Up!;~Pours a rich amber color with small creamy of white head. ~Scent is choclaty and nutty. Some smoked malts as well. Real mellow scent. ~Taste is a realy mild smoky sweet. Some chocolate notes here as well. ~Smooth feel, slightly bitter finish. ~This is my second bottle. The first was obviously infected. Very bad like raw veggies. Completly ruined this beer. ~Luckily my second was not infected. I think this is my first Scotch Ale, as I have never had a beer that taste like this. Very easy drinking with good flavor.
Brew It Up! Scotch Ale;Sacramento, California, United States;Scotch Ale / Wee Heavy;Brew It Up!;Draft from Beerfest at Sudwerk in Davis, CA. This one seemed oddly brewed, but it had a superbly malty backbone. Smokey and caramelly!
Brew It Up! Scotch Ale;Sacramento, California, United States;Scotch Ale / Wee Heavy;Brew It Up!;Draft at the Beer Fest in Davis, CA. I was very impressed with this beer. Poured a brown color with a thin head. Sweet malty flavor with a hint of carmel flavor. Not a full-bodied as other scotch ales I�ve tried, but very good.
Brew It Up! Scotch Ale;Sacramento, California, United States;Scotch Ale / Wee Heavy;Brew It Up!;"Draft at Brew It Up! Small light brown head that was mostly lasting with a fair amount of lacing, trnsparent, no visible carbonation, and a brown-orange hue. Nose was roasty malt and a hint of smokiness. Ditto for the flavor. Smooth mouthfeel and medium body. A quaffable brew; however, there are much better to be had of this style."
Beck Br�u Hell;Lisberg-Trabelsdorf, Bavaria, Germany;Helles / Dortmunder Export;Brauerei Beck Trabelsdorf;Bottle from Landbierparadies - clear golden color, white creamy head. taste is grainy, spicy, malty. very sweet. okay.
Beck Br�u Hell;Lisberg-Trabelsdorf, Bavaria, Germany;Helles / Dortmunder Export;Brauerei Beck Trabelsdorf;500ml Bottle - Golden with a white head. Lemon, tea, lime and grass in the aroma. Hoppy and tangy taste with lemon, tea, aniseed and grass. Refreshing, crisp and enjoyable.
Beck Br�u Hell;Lisberg-Trabelsdorf, Bavaria, Germany;Helles / Dortmunder Export;Brauerei Beck Trabelsdorf;Pours a clear golden body with a medium white head. Aroma of grain, grass. Flavor of grain, grass, and earthiness with a crisp clean finish.
Beck Br�u Hell;Lisberg-Trabelsdorf, Bavaria, Germany;Helles / Dortmunder Export;Brauerei Beck Trabelsdorf;Bottle bought @ Landbierparadies. Pours tiny hazy deep golden with a rather small frothy offwhite head that leaves some sparse trace on the glass while dissipating. Smell is slightly malty, slightly herbal, tiny fruity and tiny floral with dark bread, biscuits, caramel, dried mango and apricots, hay, minerals and lemon peal. Taste is sweet, bitter, slightly malty, slightly herbal and tiny fruity. Mouthfeel is crisp, round and medium bodied. Finish is sweet and bitter with dark bread, caramel, toffee, canned papaya, hay, minerals and lemon peal. Interesting fruitiness. Bit sweet perhaps.
Beck Br�u Hell;Lisberg-Trabelsdorf, Bavaria, Germany;Helles / Dortmunder Export;Brauerei Beck Trabelsdorf;Bottled, from Landbierparadies. Clear golden, mid sized firm head. Distinct grassy spicy nose. Really dry with light body and crisp, rounded mouthfeel. Crisp bready malt, lots of grassy, spicy hops, notes of roses. Really bitter finish. A dry, hoppy pilsnerish helles.
Beck Br�u Hell;Lisberg-Trabelsdorf, Bavaria, Germany;Helles / Dortmunder Export;Brauerei Beck Trabelsdorf;Bottle 500ml. @ home on the terrace. [ As Beck Br�u Hell ]. Clear medium yellow color with a large, frothy, good lacing, mostly lasting, white to off-white head. Aroma is moderate malty, pale malt, moderate hoppy, grass. Flavour is moderate sweet and moderate to light light heavy bitter with a long duration, sharp, grass, dry, silage notes. Body is medium, texture is watery, carbonation is soft. [20140606]
Beck Br�u Hell;Lisberg-Trabelsdorf, Bavaria, Germany;Helles / Dortmunder Export;Brauerei Beck Trabelsdorf;500ml bottle. Aroma is light spicy and honey. Hints of hops. Appearance is light cloudy yellow with a small white head. Taste is light light sweet and very light bitter. Leaves a light dry mouth feel. A very fresh and interesting beer.
Beck Br�u Hell;Lisberg-Trabelsdorf, Bavaria, Germany;Helles / Dortmunder Export;Brauerei Beck Trabelsdorf;Draft. Pours gold with a white head. Clean grainy base, with very light flowery notes and a relatively clean finish. Not bad.
Beck Br�u Hell;Lisberg-Trabelsdorf, Bavaria, Germany;Helles / Dortmunder Export;Brauerei Beck Trabelsdorf;oro scarico buona schiuma piuttosto persitenten naso cerreale leggero maltato un tocco erbaceoo buona maltatursinixisle chiusura secca discreto amaro non molto aromatico
Beck Br�u Hell;Lisberg-Trabelsdorf, Bavaria, Germany;Helles / Dortmunder Export;Brauerei Beck Trabelsdorf;on tap. bella hell con un delicato profumo di malto. in bocca ha un ottimo equilibrio tra malti e luppoli un corpo fantastico. beverina ed equilibrata
Beck Br�u Die Schlanke Leichte;Lisberg-Trabelsdorf, Bavaria, Germany;Low / No Alcohol Beer;Brauerei Beck Trabelsdorf;Pours a light golden color. Clean pale malt, little floralness snd a whisper of citrus.
Beck Br�u Die Schlanke Leichte;Lisberg-Trabelsdorf, Bavaria, Germany;Low / No Alcohol Beer;Brauerei Beck Trabelsdorf;Fonefan 310814. Golden colour with a white head. Aroma is wort, citrus, malt. Flavour is wort, citrus, malt, grain. Boring beer.
Beck Br�u Die Schlanke Leichte;Lisberg-Trabelsdorf, Bavaria, Germany;Low / No Alcohol Beer;Brauerei Beck Trabelsdorf;Bottle 500ml. @ after Tasting at The Danish Ratebeer Summer Gathering 2014, TSODRBSG14. [ As Beck Br�u Leichte ]. Clear light medium yellow color with a average, frothy, good lacing, mostly lasting, white head. Aroma is light moderate malty, grain, pale malt, grass. Flavour is moderate sweet with a average duration, grain, pale malt, grass notes, buttery notes. Body is light to medium, texture is watery, carbonation is soft. [20140831]
Beck Br�u Die Schlanke Leichte;Lisberg-Trabelsdorf, Bavaria, Germany;Low / No Alcohol Beer;Brauerei Beck Trabelsdorf;50 cl bottle. Pours pale yellow with a small white head. Aroma is grainy and light cornish. Flat cornish. Dry straw finish.
Beck Br�u Die Schlanke Leichte;Lisberg-Trabelsdorf, Bavaria, Germany;Low / No Alcohol Beer;Brauerei Beck Trabelsdorf;Bottle @ fonefan tasting. Medium head with medium duration. Color is golden. Aroma and taste are malt, grain, bread and water. Above average carbonation.
Beck Br�u Die Schlanke Leichte;Lisberg-Trabelsdorf, Bavaria, Germany;Low / No Alcohol Beer;Brauerei Beck Trabelsdorf;Bottle 500ml @ fonefan Pours clear pale yellow with a white head. Aroma has notes of malt, wort and grain. Taste is light sweet and light bitter. Body is light, texture is thin, carbonation is soft.
Beck Br�u Die Schlanke Leichte;Lisberg-Trabelsdorf, Bavaria, Germany;Low / No Alcohol Beer;Brauerei Beck Trabelsdorf;Bottle. A dense, finger-thick white head forms over a clear, pale golden body. The aroma is very weak,with some grainy notes and a little fruityness. It�s medium bodied and dry, with a nice co2 level. Weak flavor too, some pale malts in the back, and a touch of fruityness, grass and some pine cones up front. Low on bitterness. Short finish. Easy drinkable, but dead boring. 140831
Beck Br�u Die Schlanke Leichte;Lisberg-Trabelsdorf, Bavaria, Germany;Low / No Alcohol Beer;Brauerei Beck Trabelsdorf;Bottle, 2.4%.Clear pale yellow with small white head. Aroma is malt, little grainy and a little cardboard. Flavour is malt, grainy, little cardboard, little sweet, thin, watery and a little bitter.
Beck Br�u Die Schlanke Leichte;Lisberg-Trabelsdorf, Bavaria, Germany;Low / No Alcohol Beer;Brauerei Beck Trabelsdorf;Bottle @ fonefan tasting. Clear yellow with a white head. Aroma is sweet, light malty and bready. Flavor is medium sweet. Sweet finish. Watery. 310814
Beck Br�u Die Schlanke Leichte;Lisberg-Trabelsdorf, Bavaria, Germany;Low / No Alcohol Beer;Brauerei Beck Trabelsdorf;Bottled@Akkurat. Pale golden colour, small white head. Aroma is grains, bready malts, mild cardboard as well as some hayish notes. Flavour is bready malts, herbs, grains and some earth.
Pizza Port Tamarack Traditional;Carlsbad, California, United States;Bitter - Ordinary / Best;Pizza Port (Carlsbad);Cloudy amber color with a big head. Fairly weak and watery with little aftertaste turning into a garbage aftertaste finish. I truly do not get the bitter style.
Pizza Port Tamarack Traditional;Carlsbad, California, United States;Bitter - Ordinary / Best;Pizza Port (Carlsbad);On draft, not nitro, it poured a clear golden color, it has a simple clean taste, nothing special
Pizza Port Tamarack Traditional;Carlsbad, California, United States;Bitter - Ordinary / Best;Pizza Port (Carlsbad);(Nitro): Real English feel. Spicy, malty, yeasty aroma. Sweet biscuity malt with a light herbal touch. Plenty of fruitiness. Nice session ale.
Lake Superior Granite Brown Ale;Grand Marais, Michigan, United States;Brown Ale;Lake Superior Brewing at the Dunes Saloon;Adventures with Tim outside of KBC beers. Yup, we were in Grand Marais, supposed to go to some gun show. He got all sorts of screwed up and found out the show was in the Soo. We found ourselves here and well, we both sat down at the bar and right onto broken seats the both of us. Yup, we fell right onto the floor, and probably looked liked idiots, but hey, the establishment should�ve had the seats fixed. So, well....okay, well we probably looked as funny as the brewer who brewed this beer as it wasn�t that good.
Lake Superior Granite Brown Ale;Grand Marais, Michigan, United States;Brown Ale;Lake Superior Brewing at the Dunes Saloon;On tap @ the brewery 6/1/07. Dark complexion with very little head. Slightly malty aroma. Taste is overly sweet malts with some light nut flavors also. I didn�t enjoy this beer enough to get more than one, and unfortunately this was the only beer they had on tap at the time to try.
Lake Superior Granite Brown Ale;Grand Marais, Michigan, United States;Brown Ale;Lake Superior Brewing at the Dunes Saloon;An even deep mahogay, edged in off-white. No aroma. All flavor and sugars is dominated by an artificial and weak cheap maple syrup taste. No malt character, no hops. Just maple syrup and water. Ick. Palate has no balance, therefore. One of the worse browns of all time.
Lake Superior Granite Brown Ale;Grand Marais, Michigan, United States;Brown Ale;Lake Superior Brewing at the Dunes Saloon;Sweet....dark brown....had this a few days ago...like dit alot.....very malty with a almond tate...lame review i know
Lake Superior Granite Brown Ale;Grand Marais, Michigan, United States;Brown Ale;Lake Superior Brewing at the Dunes Saloon;Solid dark brown in color much like weak-looking coffee, no real head was produced but very nice off-white stringy lace all over the glass. Smell is faint and delicate with roasted malt, nuts, hazelnuts, with a very minimum citrus hop tingle. Solid tasting brown though, very subtle, nice roasted malt character with a slight note of hazelnut and a small hop note in bitterness in the finish thats all very smooth, slightly warming, and drinkable. Feel is medium and a bit gritty/grainy near the finish. Not a bad brown at all, could use a boost though.
