MacParker's Ale;Ithaca                         ,New York,United States;Pale Ale - English;Ithaca Beer Co.;Copper colour with absolutely no head. Mild hop aroma with balanced malt. Decent english hop taste mixed with a citrus/lemony taste. Aftertaste a bit metallic,not half bad though. Overall,a decent EPA,not too great though. I had this on draught at MacGregor's in Rochester,New York on 28-October-2003.
Pinnacle Peak Winter Porter;Scottsdale, Arizona, United States;Porter;Pinnacle Peak Patio Steakhouse;Sampler@the Steakhouse: Color is black with a small tan head. Light sweet coffee and cream aroma. Flavor starts with a little dark chocolate followed by a light coffee bitter finish. Medium bodied, smooth and creamy with mild carbonation.
Pinnacle Peak Winter Porter;Scottsdale, Arizona, United States;Porter;Pinnacle Peak Patio Steakhouse;Now owned by Sonora Brewing of Pheonix, AZ. Winter Porter is of course, their seasonal brew, and it is a delicious, sweet, and tasty brown porter, that was the perfect brew to sip and relax with before, during, and after a meal at Pinnacle Peak. It is spiced with a touch of nutmeg and cinnamon, but what really impressed me about this beer, was the wonderful mild coffee and dark chocolate flavors that made it just so delicious and drinkable. PP Patio Winter Porter pours to a beautiful, deep brown to ebony color with a thick, creamy tan head, and a soft to moderate amount of carbonation. The nose on this beer is fantastic with lots of mild coffee and dark chocolate aromas paired with just a hint of cinnamon spice. The palate is full and soft on the tongue with lots of mild roasty flavors along with some sweet malty and creamy dark chocolate flavors. PP Patio Porter finishes with more mild roast up front then ends with a slightly sweet dark chocolate and spice flavors that linger.
Piraux Nounou;Ertvelde, Belgium;Belgian Ale - Strong Pale;Brouwerij Van Steenberge;(Bottle 25 cl) Golden, slightly hazy beer with a nice, frothy head. Nose of malt and alcohol. Flavours of yeast and alcohol - and some malt. But really a very unspectacular strong ale. I believe this is another Bios/ Van Steenberge brew. 190999
Piraux Nounou;Ertvelde, Belgium;Belgian Ale - Strong Pale;Brouwerij Van Steenberge;"Blond color. Strange beer: the aroma goes from the paper to the apple, hay; the body presents a reasonable mouthfeel, some sweetness, spiciness (coriander), fruitness (apples). Very original! not necessarly the best�"
Piraux Nounou;Ertvelde, Belgium;Belgian Ale - Strong Pale;Brouwerij Van Steenberge;clear pale golden colour, big creamy head, very yeasty, grapefruit, very dry, lot of carbonation, dry fruity and bitter finish - refreshing and pleasant
Altes Tramdepot Rauchbier;Bern, Switzerland;Smoked - Rauchbier;Altes Tramdepot;Draft at the bewpub. It seems like they don�t brew this beer so often! Murky brown pour with a very frothy long-lived head and some broken lacing. Smoky aroma with citrus notes. Smooth, bitter, slightly sour flavour with some smoke, that, along with a hint of dryness, sits for a while on the palate. A drinkable beer, not too smoky and quite refreshing, but nothing special.
Altes Tramdepot Rauchbier;Bern, Switzerland;Smoked - Rauchbier;Altes Tramdepot;clear amber colour, fine dense head and a nice lace, light smokey aroma with notes of sausage, thin to medium body, soapy mouthfeel, sweet, no bitterness, the finish is rather flat with a hint of retronasal smokiness
Cidre Dupont R�serve;Victot-Pontfol, France;Apple Cider;Domaine Famille Dupont;Bottle shared on final holiday evening of our little tour-de-France through Mont-M�dy (Ardennes), Piriac-sur-Mer (Bretagne) and Les Moutiers-en-Cinglais (Normandie). Bottle bought at the domaine, where I sampled it before. Pours clear golden with some rust in the color. Rich sweet apples, caramel, cinnamon, tangerine, a light tart edge leaning in against the sweetness, softening vanilla of the oak barrels, soft nutty tannins, and warming whisky-like fumes of the calvados come through. Sweet and moderate bitter, tart edges. Over medium body and fine carbonation. The cider has a somewhat fatter body than most, sticks to the glass like a good wine or olive oil and one can almost chew and crunch the crystallised sugars in this light syrupy apple juice. Complex, delicate and delicious. A beautiful product for sure, but it won�t cure me of my weak spot for barnyard funky ciders.
Cidre Dupont R�serve;Victot-Pontfol, France;Apple Cider;Domaine Famille Dupont;75cl bottle. 09-07-2019 Courtesy of koelschtrinker. Danke Roman!. 2014 edition In short: Did I enjoy it: yes Pours quite clean dark gold, flat fast vanishing white head. French cider nose, with some liquor notes, calvados. Medium body, average carbonation, oily texture. Taste is sweet forward, little sourness, baked apples, wood touch. Good.
Cidre Dupont R�serve;Victot-Pontfol, France;Apple Cider;Domaine Famille Dupont;Bottle, pours A lightly hazy orange golden with quick disappearing head. Notes of bright and juicy apple skins, oak, misc berries, and funk. Nice mouthfeel with dry finish
Cidre Dupont R�serve;Victot-Pontfol, France;Apple Cider;Domaine Famille Dupont;(750ml 2016 bottle from Etre) Pours clear deep gold with a small rapidly fizzing white head. Notes of lightly sweet baking apple, tart apple skins, lots of oak, touches of brandy warmth, vanilla, hints of bright candied citrus peel, musty funk, light floral notes. The lightly to moderately sweet core finishes off-dry with slight minerality, oaky richness and lots of lingering apple and Calvados. Medium bodied with nice effervescence. A very elegant cider, perhaps not as dry as I was expecting but it doesn't really limit its drinkability.
Cidre Dupont R�serve;Victot-Pontfol, France;Apple Cider;Domaine Famille Dupont;Bottle - pours white - nose and taste of calvados, apple and cider with some oak - medium bodied
Cidre Dupont R�serve;Victot-Pontfol, France;Apple Cider;Domaine Famille Dupont;"Monday, December 24, 2018. Bottle, 75cL. 7.5%. Purchase (""Domain Dupont"", Victot-Pontfol (14), FR). @Naintr� (86) with my parents ! A sparkling yellow clear bubbly cider with a medium white head ; no retention. Wild ""gueuzy"" character, woody notes, apple skin, apple, light sugar. Light to medium sweet, quite round, light acid, medium dry refreshing. Light to medium body, thin oily texture, average gaseous, fruity sweet finish. Overall, very good ! But not amazing... slightly disappointing."
Cidre Dupont R�serve;Victot-Pontfol, France;Apple Cider;Domaine Famille Dupont;2016 bottled at 7.5%. Shared in Dunkeld for Lornas Birthday. It pours clear deep yellow with a fizzy white head. The aroma is soft, sweet, tangy, rich ripe apple, apple tango, pear drops, apple pie, wet hay and a bit of funky barnyard. The taste is crisp, dry, musty, funky, sweeter than expected, oily, candied apple, apple pie with ice cream, apple tango, calvados, vanilla, wet grass, wood, dried leaves, bit of tannin and apple skin with a drying finish. Medium body a lively, effervescent carbonation. Nice elements to it, but ultimately its a bit too sweet. Fun to try anyhow, but there are plenty of better ciders out there imo.
Cidre Dupont R�serve;Victot-Pontfol, France;Apple Cider;Domaine Famille Dupont;Vom Fass (abv 7.5%) zum 2nd Anniversary im Muted Horn Berlin 2018-10 getrunken. Dieses f�r 6 Monate in Calvadosf�ssern gereifte Cidre ist nahezu perfekt. Das Apfelfruchtaroma, die Fruchts�ure und die S�sse befinden sich hier in perfekter Harmonie zueinander und das ohne das sie aufdringlich werden. Die unglaublich elegante Cidre ist einfach zum Zur�cklehnen und Genie�en. Traumstoff!
Cidre Dupont R�serve;Victot-Pontfol, France;Apple Cider;Domaine Famille Dupont;Bottle at tasting. Aroma of funky barnyard, green apple, tart, citrus and mild booze. Taste has green apple, funky barnyard, tart, some apply sugar and subtle calvados. Really good cider.
Cidre Dupont R�serve;Victot-Pontfol, France;Apple Cider;Domaine Famille Dupont;Old rating rerated 14.09.2018, 0,75l bottle (2013 vintage) @ home: Nice fizzy shortlasting head, slightly cloudy golden color. Aroma is slightly dry sour-ish fruity, apple peel, sorrel, sour dry apples, oak, grass, dried apples, hay, flowers, apple cores. Taste is slightly sweet sour-ish fruity, apple juice, hay, apple peel, oak, grass, dried apples, flowers, minerals, apple cores, bark. Slightly sweet sour-ish fruity mouthfeel. Nice.
Manoir d'Apreval Cidre AOC Pays d'Auge;Honfleur, France;Apple Cider;Manoir d'Apreval;Unclear yellow with no head. Sweet and muddy taste.. Lack�s acidity and carbonation. No good at all..
Manoir d'Apreval Cidre AOC Pays d'Auge;Honfleur, France;Apple Cider;Manoir d'Apreval;75cl bottle. Tasting@beermouth. Pours muddy yellow with a off white head. Aroma is dry, fruity, apple & oaky. Salami & smokey taste. Very sweet. Dusty/matured taste. Medium carbonation. Quite weird cider for sure!
Manoir d'Apreval Cuv�e Saint-Georges;Honfleur, France;Apple Cider;Manoir d'Apreval;Bottle - Buttery, bready yellow apple. Pale clear gold. Bready and yeasty notes with a clean apple note. Clean dry finish.
Manoir d'Apreval Cuv�e Saint-Georges;Honfleur, France;Apple Cider;Manoir d'Apreval;75cl bottle from madeincalvados.com. Pours misty gold, thin white head. Aroma is sour and funky with some apple skin, light fruit. Taste is fresh, raw apple fruit, soft tannins with apple skin and light core. More character than standard French cidre.
Manoir d'Apreval Cuv�e Saint-Georges;Honfleur, France;Apple Cider;Manoir d'Apreval;Big bottle with cork from web SB cons 2016-12-31 G�teborg AR: sour socks, apple skins, AP: clear golden, wee thin white head F: fizzy, sweet, sour socks, yellow apple skins, semi dry
Manoir d'Apreval Cuv�e Saint-Georges;Honfleur, France;Apple Cider;Manoir d'Apreval;Bottle. Pours a golden color with a small white head. Has a fruity spicy apple aroma. Fruity spicy apple flavor with weak yeasty hints. Has a fruity spicy apple finish.
Manoir d'Apreval Cuv�e Saint-Georges;Honfleur, France;Apple Cider;Manoir d'Apreval;Sample at Spritmuseum. Pours clear golden with fizzy diminishing white head. Aroma is heavily towards manure with some apple and vanilla behind. Heavily tart barnyard taste with more red apple, vanilla and a bit of wood. Very earthy and barnyardy but there is something there beneath it. Not all bad.
Manoir d'Apreval Cuv�e Saint-Georges;Honfleur, France;Apple Cider;Manoir d'Apreval;Sample at a Systembolaget tasting. Earthy, funky smell with wood and earth cellar notes. Taste leans more towards apples with the other aromas in the background. Nice! Would have never thought it was 4%.
Manoir d'Apreval Cuv�e Saint-Georges;Honfleur, France;Apple Cider;Manoir d'Apreval;Bottle tasted @ Jimmy43s. Wine glass. I may or may not have had their pommeau a few times before reviewing this one. :D Slightly hazed, aged yellow body, made a touch darker by the room�s lighting. Smell straight off is rough. Sulphor, stinky cheese, moldy hay/lawn trimmings, & all boldly so. Once all that airs out(or you take a long enough breath), you get some earthy caramelized & sharp apples, along with some mold/wood rot. Didn�t get a chance to check out the cork. Taste is much better, but not amazing. Quick hitting acid & tarts, they soon die, leaving a delicate/soft apple sweetness & some green grapes skin tannins. Softly carbed & a touch slick. It sadly all dries out & disappears without much of a fight. Lacked some structure, & the barnyard was way over the top imo. Hope they were just some old bottles.
Manoir d'Apreval Cuv�e Saint-Georges;Honfleur, France;Apple Cider;Manoir d'Apreval;Bottle 750ml. @ UK-SCO Tasting in Ulfborg. Clear medium yellow orange color with a small to average, frothy - fizzy, fair lacing, mostly diminishing, white head. Aroma is moderate to heavy apple, horse blanket, barnyard. Flavor is moderate to heavy sweet with a average to long duration, late finish is dry. Flavor is a bit funny first: stabel - barnyard, second: sweet, third: dry. Body is medium, texture is oily, carbonation is flat. [20110409]
Manoir d'Apreval Cuv�e Saint-Georges;Honfleur, France;Apple Cider;Manoir d'Apreval;Bottle at Jan & Charlottes tasting, Ulfborg, Denmark 09.04.11 cheers Jan & Charlotte Pours gold with just a rim of bubbles the head had departed quite swiftly. Nice aroma a bit woody, earthy apple, sweeter than expected, soft in the mouth. Juicy apples also showing, bit of tangerine. Nice stuff. A7 A4 T7 P3 Ov15 3.6
Manoir d'Apreval Cuv�e Saint-Georges;Honfleur, France;Apple Cider;Manoir d'Apreval;Bottle @ J & C�s, Ulfborg. Thanks. Pours cloudy golden with a small creamy white head. Nose is farmyard and apples. Flavor has a bit of metal. Sweet but ends up dry. Ok
Bordelet Sydre (Sidra) Doux;Charchigne, France;Apple Cider;Cidriculteur Eric Bordelet;Bottle @ home thanks to wedgie for sending. Hazy yellow orange appearance with a thin tan head. Toasted bread, cinnamon, vanilla, apple crisp aroma. Smells nice. A little juicy but it does have a nice body. Light pineapple, vanilla, and spices. Super chuggable. One of the best ciders I�ve had.
Bordelet Sydre (Sidra) Doux;Charchigne, France;Apple Cider;Cidriculteur Eric Bordelet;From a bottle poured a copper color with a small amount of head. Light tart cider flavor with a quick finish.
Bordelet Sydre (Sidra) Doux;Charchigne, France;Apple Cider;Cidriculteur Eric Bordelet;Bottle at NK Bar. Golden colour with no head. Sweet apple aroma. Flavour is dominated by apples.
Bordelet Poir� Granit;Charchigne, France;Perry;Cidriculteur Eric Bordelet;Bottle from Etre. 2016 5% version. It pours clear pale rose gold with a medium foamy white head. The aroma is sweet, oily, sumptuous, perfumed, juicy pear, ice cidre, tart tatin, bit of must and candy cane. The taste is crisp, clean, dry, tart, sweet - sour, bright, spritzy, juicy pear, oily, white grape, gooseberry, vinous and just a touch of sherbet with a dry finish. Medium body, fine carbonation and oily mouth feel. Juicy. Rich and sumptuous. Tasty stuff with loads of flavour for the abv.
